Teacher,Gradebook,Department,Student ID,Student Name,Grade Level,Team,Counselor,MP2 Average,MP2 Letter Grade,FG Average,FG Letter Grade
"Mazan, Claire","FA8192/2 - LLD Daily Food Preparation & Nutritional Skills 2, MTRF, Per. 3 (FY)",Special Ed,134,"Cena, John",11,,"Donnelly, Marin",100%,A+,100,A+
"Mazan, Claire","FA8193/2 - LLD Daily Food Preparation & Nutritional Skills 3, MTRF, Per. 3 (FY)",Special Ed,148,"Silverman, Sarah",11,,"Donnelly, Marin",100%,A+,100,A+
Hawkins / Vargo,"MA3300/1 - Geometry, MWRF, Per. 4 (FY)",Math,166,"Ferdinand, Rio",11,,"Schneider, Cristina",58.64%,F,60,D-
"Hawkins, Patricia","MA3400/1 - Geometry Enhanced, MTWF, Per. 6 (FY)",Math,80,"Johar, Karan",11,,"Petzold, Alexa",70.37%,C-,66.1,D
Runge / Vargo,"MA4300/1 - Algebra II with Trigonometry, MTRF, Per. 7 (FY)",Math,11,"Gates, Bill",11,,"Howard, Jenna",89.58%,A-,82.67,B
Runge / Vargo,"MA4300/1 - Algebra II with Trigonometry, MTRF, Per. 7 (FY)",Math,31,"Hart, Kevin",11,,"Howard, Jenna",77.56%,C+,68.54,D+
Runge / Vargo,"MA4300/1 - Algebra II with Trigonometry, MTRF, Per. 7 (FY)",Math,41,"O'Brien, Conan",11,,"Petzold, Alexa",81.31%,B-,73.99,C
Runge / Vargo,"MA4300/1 - Algebra II with Trigonometry, MTRF, Per. 7 (FY)",Math,45,"Kardashian, Kourtney",11,,"Petzold, Alexa",66.87%,D+,65.72,D
Runge / Vargo,"MA4300/1 - Algebra II with Trigonometry, MTRF, Per. 7 (FY)",Math,47,"Harris, Neil",11,,"Petzold, Alexa",68.98%,D+,69.14,D+
Runge / Vargo,"MA4300/1 - Algebra II with Trigonometry, MTRF, Per. 7 (FY)",Math,50,"Minaj, Nicki",11,,"Petzold, Alexa",89.82%,A-,84.68,B
Runge / Vargo,"MA4300/1 - Algebra II with Trigonometry, MTRF, Per. 7 (FY)",Math,52,"Rahman, Bill",11,,"Petzold, Alexa",86.1%,B,87.88,B+
Runge / Vargo,"MA4300/1 - Algebra II with Trigonometry, MTRF, Per. 7 (FY)",Math,54,"Sehwag, Virender",11,,"Petzold, Alexa",91.72%,A-,88.59,B+
Runge / Vargo,"MA4300/1 - Algebra II with Trigonometry, MTRF, Per. 7 (FY)",Math,57,"Obama, Michelle",11,,"Petzold, Alexa",85.6%,B,82.64,B
Runge / Vargo,"MA4300/1 - Algebra II with Trigonometry, MTRF, Per. 7 (FY)",Math,101,"Ajram, Nancy",11,,"Casamento, Steven P",90.78%,A-,88.71,B+
Runge / Vargo,"MA4300/1 - Algebra II with Trigonometry, MTRF, Per. 7 (FY)",Math,115,"Lima, Gusttavo",11,,"Casamento, Steven P",62.09%,D-,68.61,D+
Runge / Vargo,"MA4300/1 - Algebra II with Trigonometry, MTRF, Per. 7 (FY)",Math,126,"Levine, Adam",11,,"Casamento, Steven P",90.75%,A-,90.18,A-
Runge / Vargo,"MA4300/1 - Algebra II with Trigonometry, MTRF, Per. 7 (FY)",Math,139,"Branson, Richard",11,,"Donnelly, Marin",91.45%,A-,92.99,A
Runge / Vargo,"MA4300/1 - Algebra II with Trigonometry, MTRF, Per. 7 (FY)",Math,144,"Vieira, Marcelo",11,,"Donnelly, Marin",97.63%,A+,96.49,A
Runge / Vargo,"MA4300/1 - Algebra II with Trigonometry, MTRF, Per. 7 (FY)",Math,167,"Anthony, Marc",11,,"Schneider, Cristina",89.44%,B+,84.73,B
Runge / Vargo,"MA4300/1 - Algebra II with Trigonometry, MTRF, Per. 7 (FY)",Math,172,"Maher, Bill",11,,"Schneider, Cristina",83.79%,B,75.96,C
Runge / Vargo,"MA4300/1 - Algebra II with Trigonometry, MTRF, Per. 7 (FY)",Math,183,"Dixit-Nene, Madhuri",11,,"Schneider, Cristina",94.76%,A,91.07,A-
Runge / Henry,"MA4300/2 - Algebra II with Trigonometry, MWRF, Per. 4 (FY)",Math,2,"Perry, Katy",11,,"Howard, Jenna",99.8%,A+,99.8,A+
Runge / Henry,"MA4300/2 - Algebra II with Trigonometry, MWRF, Per. 4 (FY)",Math,7,"Degeneres, Ellen",11,,"Howard, Jenna",84.35%,B,86.72,B+
Runge / Henry,"MA4300/2 - Algebra II with Trigonometry, MWRF, Per. 4 (FY)",Math,14,"Lovato, Demi",11,,"Howard, Jenna",68.78%,D+,65.71,D
Runge / Henry,"MA4300/2 - Algebra II with Trigonometry, MWRF, Per. 4 (FY)",Math,15,"Shakira, Shakira",11,,"Howard, Jenna",97.67%,A+,89.37,B+
Runge / Henry,"MA4300/2 - Algebra II with Trigonometry, MWRF, Per. 4 (FY)",Math,22,"Kumar, Akshay",11,,"Howard, Jenna",85.73%,B,80.89,B-
Runge / Henry,"MA4300/2 - Algebra II with Trigonometry, MWRF, Per. 4 (FY)",Math,24,"Winfrey, Oprah",11,,"Howard, Jenna",73.83%,C,65.97,D
Runge / Henry,"MA4300/2 - Algebra II with Trigonometry, MWRF, Per. 4 (FY)",Math,64,"Martin, Ricky",11,,"Petzold, Alexa",20.95%,F,30.99,F
Runge / Henry,"MA4300/2 - Algebra II with Trigonometry, MWRF, Per. 4 (FY)",Math,70,"Kher, Anupam",11,,"Petzold, Alexa",85.34%,B,86.42,B
Runge / Henry,"MA4300/2 - Algebra II with Trigonometry, MWRF, Per. 4 (FY)",Math,71,"Durant, Kevin",11,,"Petzold, Alexa",93.67%,A,94.87,A
Runge / Henry,"MA4300/2 - Algebra II with Trigonometry, MWRF, Per. 4 (FY)",Math,75,"Rodríguez, James",11,,"Petzold, Alexa",84.25%,B,87.51,B+
Runge / Henry,"MA4300/2 - Algebra II with Trigonometry, MWRF, Per. 4 (FY)",Math,81,"Downey, Robert",11,,"Petzold, Alexa",92.47%,A-,93.07,A
Runge / Henry,"MA4300/2 - Algebra II with Trigonometry, MWRF, Per. 4 (FY)",Math,99,"Bachchan, Abhishek",11,,"Casamento, Steven P",96.21%,A,96.36,A
Runge / Henry,"MA4300/2 - Algebra II with Trigonometry, MWRF, Per. 4 (FY)",Math,100,"Evans, Chris",11,,"Casamento, Steven P",58.15%,F,69.62,C-
Runge / Henry,"MA4300/2 - Algebra II with Trigonometry, MWRF, Per. 4 (FY)",Math,114,"Dallas, Cameron",11,,"Casamento, Steven P",82%,B-,72,C-
Runge / Henry,"MA4300/2 - Algebra II with Trigonometry, MWRF, Per. 4 (FY)",Math,147,"Jenner, Kris",11,,"Donnelly, Marin",64.49%,D,66.55,D+
Runge / Henry,"MA4300/2 - Algebra II with Trigonometry, MWRF, Per. 4 (FY)",Math,170,"Mill, Meek",11,,"Casamento, Steven P",86.88%,B+,83.86,B
Runge / Henry,"MA4300/2 - Algebra II with Trigonometry, MWRF, Per. 4 (FY)",Math,194,"Bisbal, David",11,,"Schneider, Cristina",78.32%,C+,75.85,C
Runge / Henry,"MA4300/3 - Algebra II with Trigonometry, MTWF, Per. 6 (FY)",Math,18,"Kohli, Virat",11,,"Howard, Jenna",90.53%,A-,90.11,A-
Runge / Henry,"MA4300/3 - Algebra II with Trigonometry, MTWF, Per. 6 (FY)",Math,23,"Khan, Salman",11,,"Howard, Jenna",94.99%,A,92.9,A
Runge / Henry,"MA4300/3 - Algebra II with Trigonometry, MTWF, Per. 6 (FY)",Math,59,"Ziegler, Zendaya",11,,"Petzold, Alexa",93.18%,A,91.03,A-
Runge / Henry,"MA4300/3 - Algebra II with Trigonometry, MTWF, Per. 6 (FY)",Math,60,"Lavigne, Avril",11,,"Petzold, Alexa",74.77%,C,64.94,D
Runge / Henry,"MA4300/3 - Algebra II with Trigonometry, MTWF, Per. 6 (FY)",Math,63,"Piqué, Gerard",11,,"Petzold, Alexa",92.96%,A,92.35,A-
Runge / Henry,"MA4300/3 - Algebra II with Trigonometry, MTWF, Per. 6 (FY)",Math,138,"Federer, Roger",11,,"Donnelly, Marin",89.62%,A-,90.31,A-
Runge / Henry,"MA4300/3 - Algebra II with Trigonometry, MTWF, Per. 6 (FY)",Math,146,"Puyol, Carles",11,,"Donnelly, Marin",88.06%,B+,84.81,B
Runge / Henry,"MA4300/3 - Algebra II with Trigonometry, MTWF, Per. 6 (FY)",Math,152,"Kimmel, Jimmy",11,,"Donnelly, Marin",97.43%,A,92.48,A-
Runge / Henry,"MA4300/3 - Algebra II with Trigonometry, MTWF, Per. 6 (FY)",Math,162,"Werneck, Tata",11,,"Donnelly, Marin",76.51%,C+,74.08,C
Runge / Henry,"MA4300/3 - Algebra II with Trigonometry, MTWF, Per. 6 (FY)",Math,178,"Maddow, Rachel",11,,"Schneider, Cristina",81.35%,B-,76.54,C+
Runge / Henry,"MA4300/3 - Algebra II with Trigonometry, MTWF, Per. 6 (FY)",Math,179,"Balvin, Jack",11,,"Schneider, Cristina",96.49%,A,96.19,A
Runge / Henry,"MA4300/3 - Algebra II with Trigonometry, MTWF, Per. 6 (FY)",Math,201,"Delevingne, Cara",11,,"Schneider, Cristina",92.98%,A,90.39,A-
"Postman, Ryan R","MA4400/1 - Algebra II with Trigonometry Enhanced, MWRF, Per. 4 (FY)",Math,13,"Spears, Britney",11,,"Petzold, Alexa",93.1%,A,95.8,A
"Postman, Ryan R","MA4400/1 - Algebra II with Trigonometry Enhanced, MWRF, Per. 4 (FY)",Math,33,"Tomlinson, Louis",11,,"Howard, Jenna",98.8%,A+,99.1,A+
"Postman, Ryan R","MA4400/1 - Algebra II with Trigonometry Enhanced, MWRF, Per. 4 (FY)",Math,56,"Carey, Mariah",11,,"Petzold, Alexa",90%,A-,90.9,A-
"Postman, Ryan R","MA4400/1 - Algebra II with Trigonometry Enhanced, MWRF, Per. 4 (FY)",Math,66,"Dogg, Snoop",11,,"Petzold, Alexa",94.2%,A,93.3,A
"Postman, Ryan R","MA4400/1 - Algebra II with Trigonometry Enhanced, MWRF, Per. 4 (FY)",Math,85,"Gentili, Danilo",11,,"Petzold, Alexa",87.7%,B+,90.9,A-
"Postman, Ryan R","MA4400/1 - Algebra II with Trigonometry Enhanced, MWRF, Per. 4 (FY)",Math,94,"Black, Jack",11,,"Casamento, Steven P",86.1%,B,90.3,A-
"Postman, Ryan R","MA4400/1 - Algebra II with Trigonometry Enhanced, MWRF, Per. 4 (FY)",Math,110,"Bryant, Kobe",11,,"Casamento, Steven P",66.1%,D,76.1,C
"Postman, Ryan R","MA4400/1 - Algebra II with Trigonometry Enhanced, MWRF, Per. 4 (FY)",Math,120,"Neto, Felipe",11,,"Casamento, Steven P",96%,A,97,A
"Postman, Ryan R","MA4400/1 - Algebra II with Trigonometry Enhanced, MWRF, Per. 4 (FY)",Math,168,"Deshmukh, Riteish",11,,"Schneider, Cristina",80.6%,B-,85.6,B
"Postman, Ryan R","MA4400/1 - Algebra II with Trigonometry Enhanced, MWRF, Per. 4 (FY)",Math,177,"Williams, Pharrell",11,,"Schneider, Cristina",85.2%,B,87,B+
"Postman, Ryan R","MA4400/1 - Algebra II with Trigonometry Enhanced, MWRF, Per. 4 (FY)",Math,187,"Osteen, Joel",11,,"Schneider, Cristina",97.6%,A+,98.5,A+
"Caminiti, Kimberly","MA4400/2 - Algebra II with Trigonometry Enhanced, MTWR, Per. 1 (FY)",Math,5,"Swift, Taylor",11,,"Howard, Jenna",86.85%,B+,83.93,B
"Caminiti, Kimberly","MA4400/2 - Algebra II with Trigonometry Enhanced, MTWR, Per. 1 (FY)",Math,6,"Musk, Elon",11,,"Howard, Jenna",99.35%,A+,97.32,A
"Caminiti, Kimberly","MA4400/2 - Algebra II with Trigonometry Enhanced, MTWR, Per. 1 (FY)",Math,46,"Özil, Mesut",11,,"Petzold, Alexa",90.27%,A-,89.34,B+
"Caminiti, Kimberly","MA4400/2 - Algebra II with Trigonometry Enhanced, MTWR, Per. 1 (FY)",Math,160,"Kaling, Mindy",11,,"Donnelly, Marin",86%,B,85.34,B
"Caminiti, Kimberly","MA4400/2 - Algebra II with Trigonometry Enhanced, MTWR, Per. 1 (FY)",Math,182,"AlAbdullah, Rania",11,,"Schneider, Cristina",88.62%,B+,88.14,B+
"Caminiti, Kimberly","MA4400/2 - Algebra II with Trigonometry Enhanced, MTWR, Per. 1 (FY)",Math,184,"Sheen, Charlie",11,,"Schneider, Cristina",61.29%,D-,64.31,D
"Caminiti, Kimberly","MA4400/2 - Algebra II with Trigonometry Enhanced, MTWR, Per. 1 (FY)",Math,190,"Cooper, Anderson",11,,"Schneider, Cristina",89.2%,B+,89.12,B+
"Caminiti, Kimberly","MA4400/2 - Algebra II with Trigonometry Enhanced, MTWR, Per. 1 (FY)",Math,198,"Nolan, Chris",11,,"Schneider, Cristina",39.58%,F,49.84,F
"Caminiti, Kimberly","MA4400/3 - Algebra II with Trigonometry Enhanced, MTWF, Per. 2 (FY)",Math,51,"Tosh, Daniel",11,,"Petzold, Alexa",79.26%,C+,79.98,B-
"Caminiti, Kimberly","MA4400/3 - Algebra II with Trigonometry Enhanced, MTWF, Per. 2 (FY)",Math,97,"O'Neill, Shaq",11,,"Casamento, Steven P",80.07%,B-,81.86,B-
"Caminiti, Kimberly","MA4400/3 - Algebra II with Trigonometry Enhanced, MTWF, Per. 2 (FY)",Math,164,"Smith, Ludacris",11,,"Donnelly, Marin",78.39%,C+,80.5,B-
"Caminiti, Kimberly","MA4400/3 - Algebra II with Trigonometry Enhanced, MTWF, Per. 2 (FY)",Math,171,"Brand, Russell",11,,"Schneider, Cristina",91.3%,A-,88.27,B+
"Caminiti, Kimberly","MA4400/3 - Algebra II with Trigonometry Enhanced, MTWF, Per. 2 (FY)",Math,188,"Clifford, Michael",11,,"Schneider, Cristina",97.29%,A,94.88,A
"Runge, Lindsay M","MA4400/4 - Algebra II with Trigonometry Enhanced, MTWR, Per. 5 (FY)",Math,19,"Bachchan, Amitabh",11,,"Howard, Jenna",94.68%,A,94.22,A
"Runge, Lindsay M","MA4400/4 - Algebra II with Trigonometry Enhanced, MTWR, Per. 5 (FY)",Math,67,"Raina, Suresh",11,,"Casamento, Steven P",92.11%,A-,92.81,A
"Runge, Lindsay M","MA4400/4 - Algebra II with Trigonometry Enhanced, MTWR, Per. 5 (FY)",Math,74,"Ramos, Sergio",11,,"Petzold, Alexa",93.32%,A,87.87,B+
"Runge, Lindsay M","MA4400/4 - Algebra II with Trigonometry Enhanced, MTWR, Per. 5 (FY)",Math,105,"Yılmaz, Cem",11,,"Casamento, Steven P",83.3%,B,83.23,B
"Runge, Lindsay M","MA4400/4 - Algebra II with Trigonometry Enhanced, MTWR, Per. 5 (FY)",Math,191,"Turing, Alan",11,,"Schneider, Cristina",93.51%,A,92.41,A-
"Runge, Lindsay M","MA4400/4 - Algebra II with Trigonometry Enhanced, MTWR, Per. 5 (FY)",Math,192,"Jonas, Joe",11,,"Schneider, Cristina",87.11%,B+,86.56,B+
"Runge, Lindsay M","MA4400/4 - Algebra II with Trigonometry Enhanced, MTWR, Per. 5 (FY)",Math,197,"Bonner, William",11,,"Schneider, Cristina",88.25%,B+,89.02,B+
"Postman, Ryan R","MA4400/5 - Algebra II with Trigonometry Enhanced, MTRF, Per. 7 (FY)",Math,38,"Tate, Andrew",11,,"Petzold, Alexa",81.9%,B-,85.4,B
"Postman, Ryan R","MA4400/5 - Algebra II with Trigonometry Enhanced, MTRF, Per. 7 (FY)",Math,49,"Prancer, Pitbull",11,,"Petzold, Alexa",93.4%,A,92.7,A
"Postman, Ryan R","MA4400/5 - Algebra II with Trigonometry Enhanced, MTRF, Per. 7 (FY)",Math,108,"Yankee, Daddy",11,,"Casamento, Steven P",93.8%,A,93.4,A
"Postman, Ryan R","MA4400/5 - Algebra II with Trigonometry Enhanced, MTRF, Per. 7 (FY)",Math,130,"DeGea, David",11,,"Donnelly, Marin",84%,B,86,B
"Postman, Ryan R","MA4400/5 - Algebra II with Trigonometry Enhanced, MTRF, Per. 7 (FY)",Math,131,"Legend, John",11,,"Donnelly, Marin",65.9%,D,71.5,C-
"Postman, Ryan R","MA4400/5 - Algebra II with Trigonometry Enhanced, MTRF, Per. 7 (FY)",Math,143,"Tisdale, Ashley",11,,"Donnelly, Marin",89.2%,B+,90.4,A-
"Postman, Ryan R","MA4400/5 - Algebra II with Trigonometry Enhanced, MTRF, Per. 7 (FY)",Math,174,"Cowell, Simon",11,,"Schneider, Cristina",75.2%,C,75.9,C
"Postman, Ryan R","MA4400/5 - Algebra II with Trigonometry Enhanced, MTRF, Per. 7 (FY)",Math,176,"Williams, Serena",11,,"Schneider, Cristina",86.4%,B,86.9,B+
"Postman, Ryan R","MA4400/5 - Algebra II with Trigonometry Enhanced, MTRF, Per. 7 (FY)",Math,181,"Marquezine, Bruna",11,,"Schneider, Cristina",78.6%,C+,86.8,B+
"Postman, Ryan R","MA4400/5 - Algebra II with Trigonometry Enhanced, MTRF, Per. 7 (FY)",Math,199,"Jepsen, CarlyRae",11,,"Schneider, Cristina",82.1%,B-,82.1,B-
Runge / Henry,"MA4500/1 - Algebra II with Trigonometry, MWRF, Per. 4 (FY)",Math,87,"Suarez, Luis",11,,"Casamento, Steven P",92.16%,A-,86.44,B
Runge / Henry,"MA4500/1 - Algebra II with Trigonometry, MWRF, Per. 4 (FY)",Math,113,"Benzema, Karim",11,,"Casamento, Steven P",70.71%,C-,74.93,C
Runge / Henry,"MA4500/1 - Algebra II with Trigonometry, MWRF, Per. 4 (FY)",Math,132,"Macfarlane, Seth",11,,"Donnelly, Marin",65.51%,D,70.46,C-
Runge / Vargo,"MA4500/2 - Algebra II with Trigonometry, MTRF, Per. 7 (FY)",Math,44,"Mendes, Shawn",11,,"Petzold, Alexa",82.6%,B,74.41,C
Runge / Vargo,"MA4500/2 - Algebra II with Trigonometry, MTRF, Per. 7 (FY)",Math,119,"Leitte, Claudia",11,,"Casamento, Steven P",84.51%,B,81.36,B-
Runge / Vargo,"MA4500/2 - Algebra II with Trigonometry, MTRF, Per. 7 (FY)",Math,136,"Kapoor, Sonam",11,,"Donnelly, Marin",82.65%,B,83.61,B
Runge / Henry,"MA4500/3 - Algebra II with Trigonometry, MTWF, Per. 6 (FY)",Math,186,"Hemmings, Luke",11,,"Schneider, Cristina",94.65%,A,89.15,B+
"Kirkby, Kevin M","MA6400/1 - Calculus, MTWF, Per. 6 (FY)",Math,9,"Gomez, Selena",11,,"Howard, Jenna",94.09%,A,95.63,A
"Kirkby, Kevin M","MA6400/1 - Calculus, MTWF, Per. 6 (FY)",Math,29,"Styles, Harry",11,,"Howard, Jenna",88.38%,B+,88.38,B+
"Uhl, John","MA6404/1 - Honors Computer Science, MWRF, Per. 4 (FY)",Math,29,"Styles, Harry",11,,"Howard, Jenna",96.35%,A,94.77,A
"Uhl, John","MA6404/1 - Honors Computer Science, MWRF, Per. 4 (FY)",Math,111,"Seacrest, Ryan",11,,"Casamento, Steven P",100%,A+,99.79,A+
"Uhl, John","MA6404/1 - Honors Computer Science, MWRF, Per. 4 (FY)",Math,174,"Cowell, Simon",11,,"Schneider, Cristina",70.78%,C-,70.5,C-
"Uhl, John","MA6404/1 - Honors Computer Science, MWRF, Per. 4 (FY)",Math,175,"Tata, Ratan",11,,"Schneider, Cristina",96.35%,A,95.73,A
"Uhl, John","MA6404/1 - Honors Computer Science, MWRF, Per. 4 (FY)",Math,180,"Arjona, Ricardo",11,,"Schneider, Cristina",98.17%,A,98.45,A
"Uhl, John","MA6404/2 - Honors Computer Science, MTWF, Per. 2 (FY)",Math,53,"Sharma, Anushka",11,,"Petzold, Alexa",96.8%,A,93.3,A
"Uhl, John","MA6404/2 - Honors Computer Science, MTWF, Per. 2 (FY)",Math,77,"Bale, Gareth",11,,"Petzold, Alexa",87.21%,B+,88.61,B+
"Uhl, John","MA6404/2 - Honors Computer Science, MTWF, Per. 2 (FY)",Math,136,"Kapoor, Sonam",11,,"Donnelly, Marin",86.76%,B+,86.79,B+
"Killian, Kevin","MA6406/1 - Pre-Calculus, MTWR, Per. 1 (FY)",Math,27,"Horan, Niall",11,,"Howard, Jenna",94.5%,A,93.4,A
"Killian, Kevin","MA6406/1 - Pre-Calculus, MTWR, Per. 1 (FY)",Math,40,"Keys, Alicia",11,,"Petzold, Alexa",69.48%,D+,66.3,D
"Killian, Kevin","MA6406/1 - Pre-Calculus, MTWR, Per. 1 (FY)",Math,68,"Shelton, Blake",11,,"Petzold, Alexa",85.99%,B,85.61,B
"Killian, Kevin","MA6406/1 - Pre-Calculus, MTWR, Per. 1 (FY)",Math,116,"Gervais, Ricky",11,,"Casamento, Steven P",84.38%,B,85.33,B
"Killian, Kevin","MA6406/1 - Pre-Calculus, MTWR, Per. 1 (FY)",Math,128,"Jonas, Nick",11,,"Donnelly, Marin",89.49%,B+,88.1,B+
"Killian, Kevin","MA6406/1 - Pre-Calculus, MTWR, Per. 1 (FY)",Math,142,"Fry, Stephen",11,,"Donnelly, Marin",81.29%,B-,81.65,B-
"Killian, Kevin","MA6406/1 - Pre-Calculus, MTWR, Per. 1 (FY)",Math,169,"Khaled, Amr",11,,"Schneider, Cristina",94.64%,A,93,A
"Killian, Kevin","MA6406/1 - Pre-Calculus, MTWR, Per. 1 (FY)",Math,173,"Corden, James",11,,"Schneider, Cristina",72.46%,C-,70.19,C-
"Killian, Kevin","MA6406/1 - Pre-Calculus, MTWR, Per. 1 (FY)",Math,189,"Ansari, Aziz",11,,"Schneider, Cristina",82.72%,B,84,B
"Killian, Kevin","MA6406/1 - Pre-Calculus, MTWR, Per. 1 (FY)",Math,200,"Schefter, Adam",11,,"Schneider, Cristina",94.56%,A,93.57,A
"Killian, Kevin","MA6406/1 - Pre-Calculus, MTWR, Per. 1 (FY)",Math,204,"Rogen, Seth",11,,"Schneider, Cristina",86.9%,B+,84.57,B
"Killian, Kevin","MA6406/1 - Pre-Calculus, MTWR, Per. 1 (FY)",Math,208,"Andriana, Raisa",11,,"Schneider, Cristina",96.35%,A,95.81,A
"Killian, Kevin","MA6406/2 - Pre-Calculus, MWRF, Per. 8 (FY)",Math,1,"Bieber, Justin",11,,"Howard, Jenna",77.27%,C+,79.64,B-
"Killian, Kevin","MA6406/2 - Pre-Calculus, MWRF, Per. 8 (FY)",Math,35,"Jenner, Kendall",11,,"Howard, Jenna",89.71%,A-,88.11,B+
"Killian, Kevin","MA6406/2 - Pre-Calculus, MWRF, Per. 8 (FY)",Math,36,"Brown, Chris",11,,"Howard, Jenna",89.63%,A-,91.89,A-
"Killian, Kevin","MA6406/2 - Pre-Calculus, MWRF, Per. 8 (FY)",Math,61,"Gaúcho, Ronaldinho",11,,"Petzold, Alexa",88.27%,B+,88.97,B+
"Killian, Kevin","MA6406/2 - Pre-Calculus, MWRF, Per. 8 (FY)",Math,76,"Carrey, Jim",11,,"Petzold, Alexa",83.78%,B,83.15,B
"Killian, Kevin","MA6406/2 - Pre-Calculus, MWRF, Per. 8 (FY)",Math,78,"Mo, Agnez",11,,"Petzold, Alexa",87.82%,B+,86.88,B+
"Killian, Kevin","MA6406/2 - Pre-Calculus, MWRF, Per. 8 (FY)",Math,91,"Johnson, Dwayne",11,,"Casamento, Steven P",76.7%,C+,82.02,B-
"Killian, Kevin","MA6406/2 - Pre-Calculus, MWRF, Per. 8 (FY)",Math,96,"Nadal, Rafa",11,,"Casamento, Steven P",87.11%,B+,83.39,B
"Killian, Kevin","MA6406/2 - Pre-Calculus, MWRF, Per. 8 (FY)",Math,98,"Dika, Raditya",11,,"Casamento, Steven P",96.59%,A,97.81,A+
"Killian, Kevin","MA6406/2 - Pre-Calculus, MWRF, Per. 8 (FY)",Math,122,"Curtis-Smith, Anne",11,,"Casamento, Steven P",71.11%,C-,70.75,C-
"Killian, Kevin","MA6406/2 - Pre-Calculus, MWRF, Per. 8 (FY)",Math,151,"Harris, Calvin",11,,"Donnelly, Marin",90.66%,A-,91.34,A-
"Killian, Kevin","MA6406/2 - Pre-Calculus, MWRF, Per. 8 (FY)",Math,154,"Beckham, Victoria",11,,"Donnelly, Marin",91.52%,A-,92.28,A-
"Killian, Kevin","MA6406/2 - Pre-Calculus, MWRF, Per. 8 (FY)",Math,165,"Bastos, Rafinha",11,,"Schneider, Cristina",89.59%,A-,88.89,B+
"Killian, Kevin","MA6406/2 - Pre-Calculus, MWRF, Per. 8 (FY)",Math,196,"Kroos, Toni",11,,"Schneider, Cristina",74.76%,C,79.36,C+
"Bucco, Lauren P","MA6406/3 - Pre-Calculus, MTRF, Per. 3 (FY)",Math,12,"Neymar, Rinaldo",11,,"Howard, Jenna",87.05%,B+,86.58,B+
"Bucco, Lauren P","MA6406/3 - Pre-Calculus, MTRF, Per. 3 (FY)",Math,53,"Sharma, Anushka",11,,"Petzold, Alexa",83.25%,B,77.11,C+
"Bucco, Lauren P","MA6406/3 - Pre-Calculus, MTRF, Per. 3 (FY)",Math,58,"Alia, Shaandaar",11,,"Petzold, Alexa",91.54%,A-,92.97,A
"Bucco, Lauren P","MA6406/3 - Pre-Calculus, MTRF, Per. 3 (FY)",Math,62,"Sharma, Rohit",11,,"Petzold, Alexa",78.31%,C+,77.56,C+
"Bucco, Lauren P","MA6406/3 - Pre-Calculus, MTRF, Per. 3 (FY)",Math,65,"Guetta, David",11,,"Petzold, Alexa",90.82%,A-,92.29,A-
"Bucco, Lauren P","MA6406/3 - Pre-Calculus, MTRF, Per. 3 (FY)",Math,72,"Dicaprio, Leonardo",11,,"Petzold, Alexa",90.78%,A-,88.01,B+
"Bucco, Lauren P","MA6406/3 - Pre-Calculus, MTRF, Per. 3 (FY)",Math,73,"Colbert, Stephen",11,,"Petzold, Alexa",73.12%,C,78.65,C+
"Bucco, Lauren P","MA6406/3 - Pre-Calculus, MTRF, Per. 3 (FY)",Math,77,"Bale, Gareth",11,,"Petzold, Alexa",63.96%,D,70.55,C-
"Bucco, Lauren P","MA6406/3 - Pre-Calculus, MTRF, Per. 3 (FY)",Math,92,"Weeknd, The",11,,"Casamento, Steven P",91.23%,A-,95.56,A
"Bucco, Lauren P","MA6406/3 - Pre-Calculus, MTRF, Per. 3 (FY)",Math,93,"Curry, Stephen",11,,"Casamento, Steven P",96.04%,A,95.09,A
"Bucco, Lauren P","MA6406/3 - Pre-Calculus, MTRF, Per. 3 (FY)",Math,95,"Fernandez, Jacqueline",11,,"Casamento, Steven P",84.68%,B,87.24,B+
"Bucco, Lauren P","MA6406/3 - Pre-Calculus, MTRF, Per. 3 (FY)",Math,153,"Mix, Little",11,,"Donnelly, Marin",92.4%,A-,92.48,A-
"Bucco, Lauren P","MA6406/3 - Pre-Calculus, MTRF, Per. 3 (FY)",Math,161,"Diab, Amr",11,,"Donnelly, Marin",68.99%,D+,68.86,D+
"Bucco, Lauren P","MA6406/4 - Pre-Calculus, MTWR, Per. 5 (FY)",Math,17,"James, Lebron",11,,"Howard, Jenna",74.47%,C,70.99,C-
"Bucco, Lauren P","MA6406/4 - Pre-Calculus, MTWR, Per. 5 (FY)",Math,28,"Jenner, Kylie",11,,"Howard, Jenna",75.29%,C,75.47,C
"Bucco, Lauren P","MA6406/4 - Pre-Calculus, MTWR, Per. 5 (FY)",Math,42,"Padukone, Deepika",11,,"Petzold, Alexa",94.08%,A,94.74,A
"Bucco, Lauren P","MA6406/4 - Pre-Calculus, MTWR, Per. 5 (FY)",Math,48,"Iniesta, Andrés",11,,"Petzold, Alexa",91.94%,A-,92.76,A
"Bucco, Lauren P","MA6406/4 - Pre-Calculus, MTWR, Per. 5 (FY)",Math,82,"Falcao, Radamel",11,,"Petzold, Alexa",78.13%,C+,77.78,C+
"Bucco, Lauren P","MA6406/4 - Pre-Calculus, MTWR, Per. 5 (FY)",Math,83,"Rooney, Wayne",11,,"Petzold, Alexa",87.56%,B+,88.58,B+
